datetime,prcp,Kejadian,Lokasi,Kabupaten,Penyebab,SMA10,EMA10
2022-05-15,11.3,TANAH LONGSOR,Kec. Cigombong Ds. pasarjaya Ds. Tugu Jaya,BOGOR,●Akibat curah hujan yang tinggi sehingga menyebabkan longsor di wilayah tersebut,6.7,8.4
2022-05-16,2.4,TANAH LONGSOR,Kec. Cigombong Ds. Cigombong,BOGOR,-,6.6,7.3
2022-05-17,2.4,TANAH LONGSOR,Kec. Cibungbulang  Ds. Cibatok 1 Kec. Cigudeg Ds. Banyuasih,BOGOR,●Dikarenakan hujan yang terus menerus pada beberapa hari sebelumnya  mengakibatkan TPT rumah warga longsor,6.6,6.4
2022-05-18,16.3,TANAH LONGSOR,Kec. Caringin  Ds. Lemah Duhur,BOGOR,"● hujan dengan intensitas deras dan durasi yang lama sehingga mengakibatkan tanah longsor pada tebingan dengan ukuran P : 6 M , T: 4 M dan L 3M, berdampak pada  1 unit rumah di bagian dapur, kamar mandi dan atap rumah yang menggantung",8.0,8.2
2022-05-19,2.5,-,-,-,-,8.0,7.2
2022-05-20,26.9,TANAH LONGSOR,Kec. Sukajaya Ds. Sukajaya,BOGOR,●dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kec. Sukajaya dan tanah yang labil sehingga menyebabkan tanah longsor,9.8,10.8
2022-05-21,25.5,TANAH LONGSOR,Kec. Cijeruk Ds. Cipelang,BOGOR,●dipicu akibat hujan dengan intensitas sedang hingga lebat yang mengakibatkan tanah longsor,11.4,13.4
2022-05-22,8.7,TANAH LONGSOR,Kec. Cigombong Ds. Tugu Jaya,BOGOR,● Akibat curah hujan yang tinggi,11.9,12.6
2022-05-22,8.7,TANAH LONGSOR,Kec. Cilgudeug Ds. Bunar,BOGOR,●hujan dengan intensitas deras yang cukup lama mengakibatkan dinding kamar ambruk.,11.6,11.9
2022-05-22,8.7,TANAH LONGSOR,Kec. Dramaga Ds. Neglasari,BOGOR,●hujan dengan intensitas tinggi dan struktur tanah yang labil menyebabkan (TPT) tembok penahan tanah longsor mengakibatkan dua unit rumah mengalami kerusakan,11.3,11.3
2022-05-23,4.2,-,-,-,-,10.6,10.0
2022-05-24,12.3,-,-,-,-,11.6,10.4
2022-05-25,15.0,-,-,-,-,12.9,11.3
2022-05-26,0.3,-,-,-,-,11.3,9.3
2022-05-27,3.3,-,-,-,-,11.4,8.2
2022-05-28,1.4,-,-,-,-,8.8,6.9
2022-05-29,2.3,-,-,-,-,6.5,6.1
2022-05-30,3.4,-,-,-,-,6.0,5.6
2022-05-31,3.3,TANAH LONGSOR,Kec.  Megamendung Ds. Sukamahi Kec. Ciawi Ds. Bendungan,BOGOR,"●Dipicu hujan dengan intensitas deras yang cukup lama mengakibatkan tebingan  Panjang = 5 meter, Lebar = 8 meter, mengalami longsor yang berdampak pada rumah warga.",5.4,5.2
2022-06-01,5.1,-,-,-,-,5.1,5.2
2022-06-02,5.7,TANAH LONGSOR,Kec. Caringin Ds. Pasir Muncang,BOGOR,●dipicu akibat hujan dengan intensitas sedang hingga lebat dan kondisi tanah yang labil sehingga mengakibatkan tanah longsor,5.2,5.3
2022-06-03,1.6,-,-,-,-,4.1,4.6
2022-06-04,13.7,TANAH LONGSOR,Kec. Leuwiliang  Ds. Puraseda,BOGOR,●hujan dengan intensitas tinggi,4.0,6.3
2022-06-05,22.2,-,-,-,-,6.2,9.2
2022-06-06,11.8,TANAH LONGSOR,Kec. Cibungbulang Ds. Sukamaju Kec. Cigombong Ds. Ciburuy  Kec. Megamendung Ds. Sukakarya,BOGOR,:  Dipicu oleh intensitas curah hujan yang cukup dan kondisi tanah yang labil,7.0,9.6
2022-06-06,11.8,TANAH LONGSOR,Kec. Pamijahan  Ds. Cimayang,BOGOR,Dikarenakan hujan deras yang cukup lama mengakibatkan longsor pada tebingan bantaran kali cimayang,8.1,10.0
2022-06-07,1.0,TANAH LONGSOR,Kec. Sukajaya  Ds. Sukajaya,BOGOR,Disebabkan hujan deras dengan intensitas tinggi dan durasi yang cukup lama mengakibatkan tanah longsor,8.0,8.4
2022-06-08,19.1,-,-,-,-,9.5,10.3
2022-06-09,17.8,TANAH LONGSOR,Kec. Ranca Bungur Kel. Ranca Bungur Kec. Dramaga Kel.Neglasari Kec. Ciomas Kel. Ciapus Kec. Ciampea Kel. Cihideungudik,BOGOR,Disebabkan hujan deras dengan intensitas tinggi dan konstruksi tanah yang labil,11.0,11.7
2022-06-10,4.5,TANAH LONGSOR,Kec. Cisarua Ds. Tugu Utara,BOGOR,Disebabkan Hujan dengan intensitas Tinggi,10.9,10.4
2022-06-10,4.5,TANAH LONGSOR,Kec. Cigombong Ds. Srogol  Ds. Cigombong,BOGOR,"●Dipicu hujan dengan intensitas yang tinggi dan cukup lama,Tebingan mengalami longsor, dengan rincian ukuran sbb : ●Tinggi : 4 Meter ●Panjang : 3 Meter",10.8,9.3
2022-06-11,25.0,TANAH LONGSOR,Kec. Nanggung  Ds. Sukaluyu,BOGOR,Disebabkan hujan dengan intensitas tinggi yang cukup lama menyebabkan tembok penahan tanah ( TPT ) longsor sehingga menimpa bangunan rumah dan Bengkel,13.1,12.2
2022-06-11,25.0,TANAH LONGSOR,Kec. Sukajaya Ds. Jayaharja Ds. Sukajaya Ds. Sukaluyu,BOGOR,●Dipicu hujan deras disertai angin kencang dengan durasi yang cukup lama sehingga mengakibatkan tebingan rumah longsor dengan diameter panjang : 3 Meter tinggi : 8 Meter dan  lebar : 1 Meter,14.3,14.5
2022-06-12,22.9,-,-,-,-,14.3,16.0
2022-06-13,6.1,TANAH LONGSOR,Kec. Caringin Ds. Cimande Ds. Cinagara Kec. Ciomas Ds.Ciomas Rahayu Kec. Nanggung Ds. Cisarua,BOGOR,●dipicu akibat hujan dengan intensitas tinggi dan menyebabkan tanah longsor,13.8,14.2
2022-06-14,8.5,TANAH LONGSOR,Kec. Ciawi Ds. Citapen,BOGOR,●dipicu hujan dengan intensitas tinggi yang cukup lama  mengakibatkan Tembok Penahan Tanah ( TPT ) longsor dan dinding rumah bagian kamar dan kamar  mandi terbawa longsoran,13.4,13.2
2022-06-15,6.1,-,-,-,-,14.0,11.9
2022-06-16,4.9,-,-,-,-,12.5,10.6
2022-06-17,13.9,-,-,-,-,12.1,11.2
2022-06-18,12.7,-,-,-,-,13.0,11.5
2022-06-19,3.1,-,-,-,-,12.8,10.0
2022-06-20,18.9,TANAH LONGSOR,Kec. Tenjolaya Ds. Situ daun Kec. Dramaga  Ds. Sukawening,BOGOR,Disebabkan hujan deras yg cukup lama mengakibat kan   longsoran pada tebingan,12.2,11.6
2022-06-21,1.5,-,-,-,-,9.9,9.8
2022-06-22,6.1,-,-,-,-,8.2,9.1
2022-06-23,1.1,-,-,-,-,7.7,7.6
2022-06-24,2.3,-,-,-,-,7.1,6.7
2022-06-25,9.0,-,-,-,-,7.4,7.1
2022-06-26,31.7,-,-,-,-,10.0,11.6
2022-06-27,23.3,-,-,-,-,11.0,13.7
2022-06-28,16.6,TANAH LONGSOR,Kec. Tanah Sareal Kel. Kayu Manis,BOGOR,●dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kota Bogor dan kondisi tanah yang labil,11.4,14.2
2022-06-29,0.6,-,-,-,-,11.1,11.7
2022-06-30,2.7,-,-,-,-,9.5,10.1
2022-07-02,2.4,-,-,-,-,9.6,8.7
2022-07-03,7.6,-,-,-,-,9.7,8.5
2022-07-04,1.5,-,-,-,-,9.8,7.2
2022-07-05,5.2,-,-,-,-,10.1,6.9
2022-07-06,26.1,TANAH LONGSOR,Kec. Tamansari Ds. Sukaluyu,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,11.8,10.4
2022-07-07,1.1,-,-,-,-,8.7,8.7
2022-07-08,1.0,-,-,-,-,6.5,7.3
2022-07-09,2.5,-,-,-,-,5.1,6.4
2022-07-10,4.5,-,-,-,-,5.5,6.1
2022-07-11,1.9,-,-,-,-,5.4,5.3
2022-07-12,11.6,-,-,-,-,6.3,6.5
2022-07-13,6.1,-,-,-,-,6.2,6.4
2022-07-14,14.2,-,-,-,-,7.4,7.8
2022-07-15,63.4,TANAH LONGSOR,Kec. Megamendung  Ds. Cipayung,BOGOR,●Dipicu oleh hujan dengan intensitas tinggi menyebabkan tebingan depan rumah longsor dan menutupi aliran drainase,13.2,17.9
2022-07-16,5.1,-,-,-,-,11.1,15.6
2022-07-17,12.5,-,-,-,-,12.3,15.0
2022-07-18,4.3,-,-,-,-,12.6,13.1
2022-07-19,2.3,-,-,-,-,12.6,11.1
2022-07-20,3.6,-,-,-,-,12.5,9.7
2022-07-21,2.1,-,-,-,-,12.5,8.4
2022-07-22,5.0,-,-,-,-,11.9,7.7
2022-07-23,6.6,-,-,-,-,11.9,7.5
2022-07-24,13.6,TANAH LONGSOR,Kec. Dramaga Ds. Babakan Ds. Sukadamai Kec. Sukajaya Ds. Sukamulih,BOGOR,"●Dipicu akibat hujan dengan intensitas tinggi serta aliran drainase yang tidak mampu untuk menahan debit air hujan yang cukup banyak, sehingga mengakibatkan bangunan TPT bengkel atas nama pemilik bapak Heri longsor dan menimpa rumah warga pada bagian kamar, dapur dan kamar mandi.",11.8,8.6
2022-07-24,13.6,TANAH LONGSOR,Kec. Sukajaya Ds. Sukamulih Kec. Nanggung Kel. Cisarua,BOGOR,●Dipicu hujan dengan intensitas tinggi disertai struktur tanah yang labil,6.9,9.5
2022-07-25,15.6,TANAH LONGSOR,Kec. Leuwiliang Ds. pabangbon Kec. Sukajaya Ds. Sukamulih,BOGOR,●Dipicu oleh hujan deras dan kondisi tanah yang labil,7.9,10.6
2022-07-26,7.4,-,-,-,-,7.4,10.1
2022-07-27,2.0,-,-,-,-,7.2,8.6
2022-07-28,1.8,-,-,-,-,7.1,7.4
2022-07-29,2.5,-,-,-,-,7.0,6.5
2022-07-30,2.1,-,-,-,-,7.0,5.7
2022-07-31,1.0,-,-,-,-,6.6,4.8
2022-08-01,2.1,-,-,-,-,6.2,4.3
2022-08-02,3.9,TANAH LONGSOR,Kec.Sukajaya Ds.Sukajaya,BOGOR,● Disebabkan Hujan dengan intensitas tinggi dan cukup lama sehingga menyebabkan TPT (Tembok Penahan Tanah) di Samping rumah warga mengalami longsor dan menimpa Rumah warga,5.2,4.3
2022-08-02,3.9,TANAH LONGSOR,Kec. Naggung  Ds. Malasari,BOGOR,"●Disebabkan hujan deras dengan durasi yang cukup lama sehingga mengakibatkan TPT (Tembok Penahan Tanah) Longsor, dan berdampak pada dinding kamar mandi dan dapur jebol.",4.2,4.2
2022-08-03,21.4,TANAH LONGSOR,Kec.Nanggung Ds.Hambaro,BOGOR,"● Disebabkan hujan deras disertai angin kencang,serta terjadinya pergeseran tanah di wilayah tersebut",4.8,7.3
2022-08-04,3.0,-,-,-,-,4.4,6.5
2022-08-05,2.6,-,-,-,-,4.4,5.8
2022-08-06,2.0,-,-,-,-,4.4,5.1
2022-08-07,2.1,-,-,-,-,4.4,4.6
2022-08-08,3.0,-,-,-,-,4.5,4.3
2022-08-09,5.2,-,-,-,-,4.9,4.5
2022-08-10,1.7,-,-,-,-,4.9,4.0
2022-08-11,3.9,-,-,-,-,4.9,3.9
2022-08-12,3.7,TANAH LONGSOR,Kec. Caringin  Ds. Cimande Hilir Ds. Pancawati Kec. Cigombong Ds. Cuadeg' Kec. Megamendung Ds. Sukaresmi,BOGOR,Dipicu oleh tingkat curah hujan yang tinggi disertai angin kencang,4.9,3.9
2022-08-13,26.4,-,-,-,-,5.4,8.0
2022-08-14,10.3,TANAH LONGSOR,Kec. Cisarua Ds. Cilember Kec. Ciawi Ds. Banjar Waru,BOGOR,●dipicu akibat hujan dan tanah yang labil dan menyebabkan longsor di beberapa titik di wil. Bogor,6.1,8.4
2022-08-14,10.3,TANAH LONGSOR,Kec. Leuwiliang Ds. Karyasari,BOGOR,●Disebabkan hujan intensitas deras dengan durasi  cukup lama mengakibatkan longsoran TPT yang berdampak 1 unit rumah pada bagian bangunan kamar dan atap rumah,6.9,8.8
2022-08-15,11.1,-,-,-,-,7.8,9.2
2022-08-16,6.8,-,-,-,-,8.2,8.7
2022-08-17,2.9,-,-,-,-,8.2,7.7
2022-08-18,2.9,-,-,-,-,8.0,6.8
2022-08-19,1.2,-,-,-,-,8.0,5.8
2022-08-20,5.6,-,-,-,-,8.1,5.8
2022-08-21,43.9,-,-,-,-,12.1,12.7
2022-08-22,21.4,-,-,-,-,11.6,14.3
2022-08-24,5.2,-,-,-,-,11.1,12.6
2022-08-25,9.5,-,-,-,-,11.0,12.1
2022-08-26,5.1,-,-,-,-,10.4,10.8
2022-08-27,8.6,TANAH LONGSOR,Kec. Sukamakmur  Ds. Cibadak,BOGOR,"●Dipicu hujan dengan intensitas yang tinggi dan cukup lama, mengakibatkan tebingan belakang rumah warga mengalami longsoran dan menimpa rumah pada bagian dapur dengan Tinggi ± 6 meter dan Panjang  ± 13 Meter",10.6,10.4
2022-08-28,13.3,TANAH LONGSOR,Kec. Citeureup Ds. Tajur,BOGOR,"●Dipicu hujan dengan durasi yang cukup  lama sehingga Irigasi Kali cijere meluap mengakibatkan longsor di (TPT) kali cijere dengan ukuran P : ± 13 M, T : ±2.5 M dan L: ± 0,5 M",11.7,10.9
2022-08-29,19.1,TANAH LONGSOR,Kec. Rumpin Ds. Sukamulya,BOGOR,"●Dipicu hujan dengan intensitas tinggi yang cukup lama, mengakibatkan tanah Longsor berdampak pada sebagian ruas jalan di Kp. Leuwiranji, dengan T=2M L=5M P=20M dan 3 unit Rumah mengalami kerusakan pada bagian bangunan.",13.3,12.4
2022-08-30,4.1,-,-,-,-,13.6,10.9
2022-08-31,3.1,-,-,-,-,13.3,9.5
2022-09-01,14.9,-,-,-,-,10.4,10.5
2022-09-02,11.9,-,-,-,-,9.5,10.7
2022-09-03,2.7,-,-,-,-,9.2,9.3
2022-09-04,1.4,-,-,-,-,8.4,7.8
2022-09-05,7.6,-,-,-,-,8.7,7.8
2022-09-06,7.4,-,-,-,-,8.6,7.7
2022-09-07,11.3,-,-,-,-,8.4,8.4
2022-09-08,27.4,-,-,-,-,9.2,11.8
2022-09-09,43.3,-,-,-,-,13.1,17.6
2022-09-10,18.7,-,-,-,-,14.7,17.8
2022-09-11,27.6,-,-,-,-,15.9,19.6
2022-09-12,8.2,TANAH LONGSOR,Kec.Nanggung Ds. Bantar Karet,BOGOR,●Disebabkan hujan yang deras dengan intensitas yang tinggi mengakibatkan meluapnya aliran kali cicekdam yang Berada di Kp.Cadas Le'eur dan terkikisnya TPT dengan panjang ± 50 Meter dan Tinggi ± 70 Meter.,15.6,17.5
2022-09-12,8.2,TANAH LONGSOR,Kec. Megamendung Ds Cipayung Ds. Pasir Angin Kec. Cigombong Ds. Tugujaya Kec. Cijeruk Ds. Tanjungsari Kec. Cisarua Ds. Kopo Kec. Sukaraja Ds. Gununggeulis,BOGOR,●Disebabkan hujan dengan intensitas tinggi,16.1,15.8
2022-09-13,19.0,-,-,-,-,17.9,16.4
2022-09-14,1.1,TANAH LONGSOR,Kec. Babakan Madang  Ds. Bojong Koneng,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,17.2,13.6
2022-09-15,1.7,-,-,-,-,16.6,11.4
2022-09-16,9.7,TANAH LONGSOR,Kec. Tenjolaya Ds. Situ Daun  Kec. Sukajaya Ds. Kiara Pandak Kec. Cijeruk Ds. Cijeruk,BOGOR,"●Disebabkan hujan dengan intensitas deras yang cukup lama menyebabkan tanah longsor yang mengakibatkan tembok rumah jebol pada bagian kamar, dapur dan kamar mandi",16.5,11.1
2022-09-17,15.6,TANAH LONGSOR,Kec. Leuwiliang Ds. Purasari,BOGOR,● dipicu hujan deras yg cukup lama mengakibat kan tanah tebingan longsor dan berdampak pada 1 unit rumah,15.3,11.9
2022-09-17,15.6,TANAH LONGSOR,Kec. Leuwiliang  Ds. Puraseda  Kec. Cigudeg Ds. Banyuwangi,BOGOR,●hujan dengan intensitas tinggi yang cukup lama,12.5,12.6
2022-09-18,3.4,-,-,-,-,11.0,10.9
2022-09-19,3.0,-,-,-,-,8.6,9.5
2022-09-20,4.3,-,-,-,-,8.2,8.5
2022-09-21,2.4,-,-,-,-,7.6,7.4
2022-09-22,8.9,TANAH LONGSOR,Kec. Cigudeg Kel. Sukaraksa,BOGOR,●Dipicu hujan deras dengan durasi cukup lama Sehingga mengakibatkan tempat penahan tebingan ( TPT ) longsor diperkirakan diameter T : 25 m P: 11,6.6,7.7
2022-09-23,11.9,-,-,-,-,7.6,8.5
2022-09-24,4.4,-,-,-,-,7.9,7.7
2022-09-25,2.2,-,-,-,-,7.2,6.7
2022-09-26,1.4,-,-,-,-,5.8,5.8
2022-09-27,8.0,-,-,-,-,5.0,6.2
2022-09-28,3.0,-,-,-,-,5.0,5.6
2022-09-29,5.1,-,-,-,-,5.2,5.5
2022-09-30,2.8,-,-,-,-,5.0,5.0
2022-10-01,14.2,-,-,-,-,6.2,6.7
2022-10-02,10.4,-,-,-,-,6.3,7.4
2022-10-03,18.6,-,-,-,-,7.0,9.4
2022-10-04,7.1,TANAH LONGSOR,Kec.  Cigombong Kel. Cigombong Kel. Ciburuy Kel. Ciadeg,BOGOR,"●Dipicu hujan dengan intensitas yang tinggi dan cukup lama, mengakibatkan tanah longsor di beberapa titik pada wilayah tersebut.",7.3,9.0
2022-10-05,36.9,-,-,-,-,10.8,14.1
2022-10-06,29.8,TANAH LONGSOR,Kec.Ciawi Ds.Banjarwangi,BOGOR,●Hujan dengan intensitas tinggi di wilayah tersebut mengakibatkan satu unit rumah warga mengalami kerusakan,13.6,16.9
2022-10-07,50.2,-,-,-,-,17.8,23.0
2022-10-08,17.6,-,-,-,-,19.3,22.0
2022-10-09,34.6,TANAH LONGSOR,Kec. Ciawi Ds. Sukamaju Ds. Suka Resmi Ds. Cibedug Kec. Sukaraja Ds. Gunung Geulis Kec. Megamendung  Ds. Cipayung Datar Ds. Sukamaju Ds. Sukaresmi Kec. Cisarua  Ds. Kopo Ds. Jogjogan Kec. Leuwiliang Ds. Karacak,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,22.2,24.3
2022-10-10,13.9,TANAH LONGSOR,Kec. Bogor Tengah Kel. Pabaton Kec. Bogor Selatan Kel. Cipaku,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,23.3,22.4
2022-10-11,14.4,TANAH LONGSOR,Kec. Mega Mendung Ds. Mega Mendung,BOGOR,●Dipicu  hujan dengan intensitas tinggi yang cukup lama menyebabkan longsor dan menimpa sebagian Rumah Warga,23.4,20.9
2022-10-12,14.1,TANAH LONGSOR,Kec. Cijeruk Ds. Tanjungsari Kec. Cigombong Kec. Ciburuy,BOGOR,●Dicipu akibat angin kencang yang terjadi di Kab. Bogor dan menyebabkan 2 unit rumah RS,23.7,19.7
2022-10-12,14.1,TANAH LONGSOR,Kec. Babakan Madang Ds. Bojong Koneng,BOGOR,●Dipicu  pergerakan tanah yang saat ini masih terjadi mengakibatkan beberapa rumah terdampak dan perubahan status kerusakan.,23.3,18.7
2022-10-12,14.1,TANAH LONGSOR,Kec. Ciomas Ds. Pangelaran,BOGOR,"●Disebabkan hujan disertai angin Dengan intensitas cukup lama di wilayah Ciomas tepat nya di Wilayah Desa Pagelaran yang berakibat 5 Unit Rumah Terancam Longsoran tebing dengan Tinggi -+ 20 meter, Panjang -+15 meter.",24.0,17.8
2022-10-12,14.1,TANAH LONGSOR,Kec. Nanggung Ds. Pangkal Jaya Ds. Kalong Luid,BOGOR,●Disebabkan hujan deras yang cukup lama sehingga mengakibatkan longsor tanggul TPT jebol dan menimpa rumah. Kondisi tanah yang labil mengakibatkan beberapa titik di wilayah longsor.,21.7,17.2
2022-10-12,14.1,TANAH LONGSOR,Kec. Cigombong Ds. Ciadeg,BOGOR,●Disebabkan hujan dengan intensitas tinggi sehingga mengakibatkan Longsor di beberapa titik.,20.1,16.6
2022-10-13,42.6,TANAH LONGSOR,Kec. Sukaraja Kel .Gunung Geulis,BOGOR,●Dikarenakan hujan dengan intensitas tinggi mengakibatkan tebingan longsor dengan Perkiraan Dimensi Longsoran : ●Panjang : -+ 150 - 200 Meter ●Lebar     : -+ 50 - 75 Meter ●Tinggi    : -+ 10 - 20 Meter,19.4,21.3
2022-10-13,42.6,TANAH LONGSOR,Kec. Cileungsi Ds. Pasir Angin,BOGOR,●terjadinya hujan dengan intensitas tinggi menyebabkan Tembok Penahan Tanah ambruk dan tanah tebingan longsor sehingga mengakibatkan beberapa bangunan rumah terancam,21.9,25.2
2022-10-14,15.0,-,-,-,-,19.9,23.3
2022-10-15,20.3,-,-,-,-,20.5,22.8
2022-10-16,26.6,-,-,-,-,21.8,23.5
2022-10-17,20.9,-,-,-,-,22.4,23.0
2022-10-18,39.3,-,-,-,-,25.0,26.0
2022-10-19,38.4,-,-,-,-,27.4,28.2
2022-10-20,21.2,TANAH LONGSOR,Kec. Sukajaya Ds. Sukajaya Ds. Kiara Pandak Kec. Cijeruk Ds. Warung Menteng,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,28.1,27.0
2022-10-20,21.2,TANAH LONGSOR,Kec. Nanggung Ds. Nanggung Ds. Curug Bitung,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,28.8,25.9
2022-10-21,30.0,TANAH LONGSOR,Kec. Cigombong  Ds. Cigombong  Ds. Wates Jaya Ds. Ciburuy,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,27.6,26.7
2022-10-22,44.2,-,-,-,-,27.7,29.8
2022-10-23,9.7,TANAH LONGSOR,Kec. Caringin Ds. Pasirbuncir  Kec. Cigombong  Ds. Wates jaya,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,27.2,26.2
2022-10-23,9.7,TANAH LONGSOR,Kec. Ciawi  Ds. Citapen,BOGOR,"● Disebabkan curah hujan intensitas yang tinggi dengan durasi yang cukup lama menyebabkan Tembok Penahan Tanah (TPT) mengalami longsor dengan rincian Tinggi : 4 meter, Panjang : 6 meter",26.1,23.2
2022-10-24,10.8,TANAH LONGSOR,Kec. Kalapanunggal Ds. Leuwi Karet,BOGOR,"●dipicu akibat hujan dengan intensitas tinggi dan struktur tanah yang labil sehingga mengakibatkan pergeseran tanah 1 unit rumah, pada bagian dapur",24.5,20.9
2022-10-25,20.5,TANAH LONGSOR,Kec. Ciawi Ds. Bojongmurni Kec. Megamendung Ds. Sukamahi,BOGOR,●Diakibatkan hujan dengan intensitas sedang hingga tinggi di wilayah Kab. Bogor,24.5,20.9
2022-10-26,10.5,TANAH LONGSOR,Kec. Ciawi Ds. Cibedug,BOGOR,●Diakibatkan hujan dengan intensitas sedang hingga tinggi di wilayah Kab. Bogor,21.6,19.0
2022-10-27,0.2,TANAH LONGSOR,Kec. Parung Ds. Warujaya,BOGOR,● Dipicu hujan dengan intensitas tinggi di wilayah tersebut  mengakibatkan tembok penahan tanah longsor,17.8,15.6
2022-10-28,0.4,-,-,-,-,15.7,12.8
2022-10-29,0.8,-,-,-,-,13.7,10.6
2022-10-30,1.0,-,-,-,-,10.8,8.9
2022-10-31,9.6,-,-,-,-,7.3,9.0
2022-11-01,4.2,-,-,-,-,6.8,8.1
2022-11-02,4.1,-,-,-,-,6.2,7.4
2022-11-03,4.1,-,-,-,-,5.5,6.8
2022-11-04,51.1,-,-,-,-,8.6,14.9
2022-11-05,31.3,-,-,-,-,10.7,17.8
2022-11-06,12.5,TANAH LONGSOR,Kec. Cijenuk Kel : Sukaharja,BOGOR,hujan deras sehingga mengakibatkan tanah bergerak,11.9,16.9
2022-11-07,28.5,-,-,-,-,14.7,19.0
2022-11-08,22.6,-,-,-,-,16.9,19.6
2022-11-09,18.4,-,-,-,-,18.6,19.4
2022-11-10,12.6,-,-,-,-,18.9,18.2
2022-11-11,2.9,-,-,-,-,18.8,15.4
2022-11-12,16.3,-,-,-,-,20.0,15.6
2022-11-13,56.6,TANAH LONGSOR,Kec. Dramaga  Ds. Sukawening,BOGOR,● Dipicu hujan dengan intensitas tinggi di wilayah tersebut  mengakibatkan tembok penahan tanah longsor,25.3,23.0
2022-11-14,8.9,-,-,-,-,21.1,20.5
2022-11-15,8.9,-,-,-,-,18.8,18.4
2022-11-16,4.0,-,-,-,-,18.0,15.7
2022-11-17,17.5,-,-,-,-,16.9,16.1
2022-11-18,6.1,-,-,-,-,15.2,14.3
2022-11-19,3.1,-,-,-,-,13.7,12.2
2022-11-20,1.3,-,-,-,-,12.6,10.2
2022-11-21,1.6,-,-,-,-,12.4,8.7
2022-11-22,8.9,-,-,-,-,11.7,8.7
2022-11-23,16.3,-,-,-,-,7.7,10.1
2022-11-24,15.6,-,-,-,-,8.3,11.1
2022-11-25,2.3,-,-,-,-,7.7,9.5
2022-11-27,2.2,-,-,-,-,7.5,8.2
2022-11-28,4.0,-,-,-,-,6.1,7.4
2022-11-29,1.7,-,-,-,-,5.7,6.4
2022-11-30,2.9,-,-,-,-,5.7,5.7
2022-12-01,4.7,-,-,-,-,6.0,5.6
2022-12-02,4.4,-,-,-,-,6.3,5.3
2022-12-03,21.5,-,-,-,-,7.6,8.3
2022-12-04,46.2,-,-,-,-,10.6,15.2
2022-12-05,51.9,-,-,-,-,14.2,21.9
2022-12-06,9.7,TANAH LONGSOR,Kec. Ciawi Ds. Cileungsi,BOGOR,●Dipicu hujan dengan intensitas  tinggi yang cukup lama sehingga mengakibatkan tebing yang berada di belakang rumah tersebut mengalami Longsor,14.9,19.6
2022-12-07,4.1,-,-,-,-,15.1,16.8
2022-12-08,4.5,-,-,-,-,15.2,14.6
2022-12-09,10.2,-,-,-,-,16.0,13.8
2022-12-10,3.4,-,-,-,-,16.1,11.9
2022-12-11,1.9,-,-,-,-,15.8,10.1
2022-12-12,6.6,-,-,-,-,16.0,9.4
2022-12-13,25.4,-,-,-,-,16.4,12.3
2022-12-14,20.2,-,-,-,-,13.8,13.8
2022-12-15,18.7,-,-,-,-,10.5,14.7
2022-12-16,8.6,-,-,-,-,10.4,13.6
2022-12-17,20.6,-,-,-,-,12.0,14.8
2022-12-18,10.1,-,-,-,-,12.6,14.0
2022-12-19,0.1,-,-,-,-,11.6,11.5
2022-12-20,10.0,-,-,-,-,12.2,11.2
2022-12-21,4.3,-,-,-,-,12.5,9.9
2022-12-22,12.1,-,-,-,-,13.0,10.3
2022-12-23,5.8,-,-,-,-,11.0,9.5
2022-12-24,3.0,-,-,-,-,9.3,8.3
2022-12-25,10.2,TANAH LONGSOR,Kec. Sukamakmur Ds. Sukamakmur,BOGOR,●Dipicu curah hujan dengan intensitas tinggi yang berangsur cukup lama mengakibatkan terjadinya pergerakan tanah,8.5,8.7
2022-12-26,13.1,-,-,-,-,8.9,9.5
2022-12-27,25.9,-,-,-,-,9.5,12.5
2022-12-28,43.9,-,-,-,-,12.8,18.2
2022-12-29,22.8,-,-,-,-,15.1,19.0
2022-12-30,3.0,-,-,-,-,14.4,16.1
2022-12-31,14.0,-,-,-,-,15.4,15.7
2023-01-01,12.4,TANAH LONGSOR,Kec. Citeureup Ds. Tajur Kec. Ciawi Ds. Cileungsi,BOGOR,● Dipicu akibat hujan dengan intensitas tinggi,15.4,15.1
2023-01-02,3.5,-,-,-,-,15.2,13.0
2023-01-03,13.3,TANAH LONGSOR,Kec.Jasinga  Ds. Wirajaya,BOGOR,"●Dikarenakan hujan deras yang cukup lama ,dan struktur Tanah yang  labil",16.2,13.1
2023-01-04,9.4,-,-,-,-,16.1,12.4
2023-01-05,1.4,-,-,-,-,15.0,10.4
2023-01-06,2.4,-,-,-,-,12.6,8.9
2023-01-07,1.8,-,-,-,-,8.4,7.6
